一级类目名称	二级类目名称	三级类目名称	属性																													
婴童服装	童装	半身裙	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	半身裙	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	半身裙	性别	男	女	中性																										
婴童服装	童装	半身裙	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	背带裙/背带裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	背带裙/背带裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	背带裙/背带裤	性别	男	女	中性																										
婴童服装	童装	背带裙/背带裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	衬衫	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	衬衫	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	衬衫	性别	男	女	中性																										
婴童服装	童装	衬衫	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	打底/小脚/靴裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	打底/小脚/靴裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	打底/小脚/靴裤	性别	男	女	中性																										
婴童服装	童装	打底/小脚/靴裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	吊带/背心	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	吊带/背心	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	吊带/背心	性别	男	女	中性																										
婴童服装	童装	吊带/背心	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	儿童连衣裙	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	儿童连衣裙	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	儿童连衣裙	性别	男	女	中性																										
婴童服装	童装	儿童连衣裙	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	儿童袜子	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	儿童袜子	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	儿童袜子	性别	男	女	中性																										
婴童服装	童装	儿童袜子	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	儿童泳衣/裤/帽	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	儿童泳衣/裤/帽	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	儿童泳衣/裤/帽	性别	男	女	中性																										
婴童服装	童装	儿童泳衣/裤/帽	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	哈伦裤/灯笼裤	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	哈伦裤/灯笼裤	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	哈伦裤/灯笼裤	性别	男	女	中性																										
婴童服装	童装	哈伦裤/灯笼裤	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	夹克/皮衣	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	夹克/皮衣	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	夹克/皮衣	性别	男	女	中性																										
婴童服装	童装	夹克/皮衣	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	马甲	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	马甲	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	马甲	性别	男	女	中性																										
婴童服装	童装	马甲	图案	纯色	动物	卡通形象	花朵	几何	豹纹	字母	拼接	格子	圆点	印花	条纹	旋涡																
婴童服装	童装	毛衣/针织衫	材质	真丝	棉	涤纶	尼龙	真皮	亚麻	羊毛	假皮草	莱卡	醋酸纤维	腈纶	莫代尔	超细纤维	兔毛	网纱	PU	蕾丝	针织棉	提花	薄纱	聚酯纤维	棉麻	雪纺	混合材质	天鹅绒	牛仔	苎麻	聚酰胺	
婴童服装	童装	毛衣/针织衫	风格	活跃的	时尚	新奇	街头服饰																									
婴童服装	童装	毛衣/针织衫	性别	男	女	中性																										
